MLS_ID,address,list_price,sold_price,house_type,bedrooms,bathrooms,dom,built_year,garage_type,Liv Area sqft,latitude,longitude,neighborhood,sqft,region,lot_size,listing_date,season,original_price
202507570,"1462 Mars Drive , Winnipeg R3T 1E9",379000,425000,RD,3,0.0,8,1960,"Single Detached, Garage door opener, Heated, Insul",948,0.0,0.0,nan,948,nan,0.0,2025-06-11,Summer,379000
202512743,"779 Renfrew Street , Winnipeg R3N 1K3",395000,461000,RD,0,0.0,10,1957,Double Detached,1000,0.0,0.0,nan,1000,nan,0.0,2025-06-11,Summer,395000
202511045,"134 Robindale Road , Winnipeg R3R 1G7",399900,387500,RD,2,0.0,9,1949,Double Attached,796,0.0,0.0,nan,796,nan,0.0,2025-06-11,Summer,399900
202511252,"82 Bergman Crescent , Winnipeg R3R 1Z7",299900,351500,SA,3,0.0,12,1973,Carport,948,0.0,0.0,nan,948,nan,0.0,2025-06-11,Summer,299900
202513014,"73 Kestrel Way , Winnipeg R3R 3Y7",549900,565073,RD,3,0.0,7,2019,Double Attached,1263,0.0,0.0,nan,1263,nan,0.0,2025-06-11,Summer,549900
202507722,"34 Kowalsky Crescent , Winnipeg R3R 3A8",679900,660000,RD,3,0.0,42,2017,"Double Attached, Front Drive Access, Garage door o",1649,0.0,0.0,nan,1649,nan,0.0,2025-06-11,Summer,679900
202513908,"10 Neptune Bay , Winnipeg R3T 0Z7",299900,350000,RD,3,0.0,6,1963,Single Detached,1382,0.0,0.0,nan,1382,nan,0.0,2025-06-11,Summer,299900
202507570,"1462 Mars Drive , Winnipeg R3T 1E9",379000,425000,RD,3,0.0,8,1960,"Single Detached, Garage door opener, Heated, Insul",948,0.0,0.0,nan,948,nan,0.0,2025-06-11,Summer,379000
202512899,"51 Prestwood Place , Winnipeg R3T 4Y9",469900,469900,RD,3,0.0,10,1981,"Single Attached, Front Drive Access",1844,0.0,0.0,nan,1844,nan,0.0,2025-06-11,Summer,469900
202509800,"62 Lakeglen Drive , Winnipeg R3T 4N5",524900,525000,RD,3,0.0,12,1977,Double Attached,1314,0.0,0.0,nan,1314,nan,0.0,2025-06-11,Summer,524900
202510910,"54 Cadiz Bay , Winnipeg R3R 2M7",499900,460000,RD,3,0.0,10,1976,"Single Attached, Front Drive Access, Paved Drivewa",1380,0.0,0.0,nan,1380,nan,0.0,2025-06-11,Summer,499900
202512945,"634 Fairmont Road , Winnipeg R3R 1B1",949900,940000,RD,4,0.0,7,2007,"Triple Attached, Front Drive Access, Garage door o",2275,0.0,0.0,nan,2275,nan,0.0,2025-06-11,Summer,949900
202512975,"607 Dieppe Road , Winnipeg R3R 1C5",419900,550000,RD,3,0.0,7,1967,Double Attached,1539,0.0,0.0,nan,1539,nan,0.0,2025-06-11,Summer,419900
202511045,"134 Robindale Road , Winnipeg R3R 1G7",399900,387500,RD,2,0.0,9,1949,Double Attached,796,0.0,0.0,nan,796,nan,0.0,2025-06-11,Summer,399900
202511252,"82 Bergman Crescent , Winnipeg R3R 1Z7",299900,351500,SA,3,0.0,12,1973,Carport,948,0.0,0.0,nan,948,nan,0.0,2025-06-11,Summer,299900
202513765,"19 Hofsted Drive , Winnipeg R3R 4A8",649000,716000,RD,3,0.0,7,2018,Double Attached,2053,0.0,0.0,nan,2053,nan,0.0,2025-06-11,Summer,649000
202513014,"73 Kestrel Way , Winnipeg R3R 3Y7",549900,565073,RD,3,0.0,7,2019,Double Attached,1263,0.0,0.0,nan,1263,nan,0.0,2025-06-11,Summer,549900
202507722,"34 Kowalsky Crescent , Winnipeg R3R 3A8",679900,660000,RD,3,0.0,42,2017,"Double Attached, Front Drive Access, Garage door o",1649,0.0,0.0,nan,1649,nan,0.0,2025-06-11,Summer,679900
202513908,"10 Neptune Bay , Winnipeg R3T 0Z7",299900,350000,RD,3,0.0,6,1963,Single Detached,1382,0.0,0.0,nan,1382,nan,0.0,2025-06-11,Summer,299900
202507570,"1462 Mars Drive , Winnipeg R3T 1E9",379000,425000,RD,3,0.0,8,1960,"Single Detached, Garage door opener, Heated, Insul",948,0.0,0.0,nan,948,nan,0.0,2025-06-11,Summer,379000
202513472,"106 Epsom Crescent , Winnipeg R3R 0X2",439900,579000,RD,2,0.0,7,1983,"Double Attached, Front Drive Access",1104,0.0,0.0,nan,1104,nan,0.0,2025-06-11,Summer,439900
202509800,"62 Lakeglen Drive , Winnipeg R3T 4N5",524900,525000,RD,3,0.0,12,1977,Double Attached,1314,0.0,0.0,nan,1314,nan,0.0,2025-06-11,Summer,524900
202511569,"93 Laurent Drive , Winnipeg R3V 1S1",399900,441000,RD,3,0.0,8,1976,Double Attached,1282,0.0,0.0,nan,1282,nan,0.0,2025-06-11,Summer,399900
202508446,"381 Glenbush Street , Winnipeg R2Y 0N1",884000,850000,RD,3,0.0,42,2016,Double Attached,1674,0.0,0.0,nan,1674,nan,0.0,2025-06-11,Summer,884000
202509101,"55 Simsbury Place , Winnipeg R3P 2H4",788000,770000,RD,5,0.0,10,1993,Double Attached,2218,0.0,0.0,nan,2218,nan,0.0,2025-06-11,Summer,788000
202507570,"1462 Mars Drive , Winnipeg R3T 1E9",379000,425000,RD,3,0.0,8,1960,"Single Detached, Garage door opener, Heated, Insul",948,0.0,0.0,nan,948,nan,0.0,2025-06-11,Summer,379000
202509071,"724 Ebby Avenue , Winnipeg R3M 2H6",249900,239900,RD,2,0.0,32,1947,"Single Detached, Rear Drive Access",700,0.0,0.0,nan,700,nan,0.0,2025-06-11,Summer,249900
202512940,"66 Lake Albrin Bay , Winnipeg R3T 4S7",429900,555000,RD,3,0.0,7,1978,4,"Front Drive Access, Plug-In, Paved Driveway",1120.0,0.0,nan,0,nan,0.0,2025-06-11,Summer,429900
202512945,"634 Fairmont Road , Winnipeg R3R 1B1",949900,940000,RD,4,0.0,7,2007,"Triple Attached, Front Drive Access, Garage door o",2275,0.0,0.0,nan,2275,nan,0.0,2025-06-11,Summer,949900
202512975,"607 Dieppe Road , Winnipeg R3R 1C5",419900,550000,RD,3,0.0,7,1967,Double Attached,1539,0.0,0.0,nan,1539,nan,0.0,2025-06-11,Summer,419900
202511045,"134 Robindale Road , Winnipeg R3R 1G7",399900,387500,RD,2,0.0,9,1949,Double Attached,796,0.0,0.0,nan,796,nan,0.0,2025-06-11,Summer,399900
202511252,"82 Bergman Crescent , Winnipeg R3R 1Z7",299900,351500,SA,3,0.0,12,1973,Carport,948,0.0,0.0,nan,948,nan,0.0,2025-06-11,Summer,299900
202513014,"73 Kestrel Way , Winnipeg R3R 3Y7",549900,565073,RD,3,0.0,7,2019,Double Attached,1263,0.0,0.0,nan,1263,nan,0.0,2025-06-11,Summer,549900
202507722,"34 Kowalsky Crescent , Winnipeg R3R 3A8",679900,660000,RD,3,0.0,42,2017,"Double Attached, Front Drive Access, Garage door o",1649,0.0,0.0,nan,1649,nan,0.0,2025-06-11,Summer,679900
202513908,"10 Neptune Bay , Winnipeg R3T 0Z7",299900,350000,RD,3,0.0,6,1963,Single Detached,1382,0.0,0.0,nan,1382,nan,0.0,2025-06-11,Summer,299900
202507570,"1462 Mars Drive , Winnipeg R3T 1E9",379000,425000,RD,3,0.0,8,1960,"Single Detached, Garage door opener, Heated, Insul",948,0.0,0.0,nan,948,nan,0.0,2025-06-11,Summer,379000
202512722,"141 Park Place W, Winnipeg R3P 2C8",990000,1160000,RD,4,0.0,8,1992,"Double Attached, Front Drive Access, Insulated",2750,0.0,0.0,nan,2750,nan,0.0,2025-06-11,Summer,990000
202511361,"50 Barrmill Road , Winnipeg R3R 3Y7",649900,640000,RD,3,0.0,13,2021,Double Attached,1629,0.0,0.0,nan,1629,nan,0.0,2025-06-11,Summer,649900
202512681,"313 Park West Drive , Winnipeg R3Y 0V9",479900,479900,TH,3,0.0,0,2017,Parking Pad,1492,0.0,0.0,nan,1492,nan,0.0,2025-06-11,Summer,479900
202512722,"141 Park Place W, Winnipeg R3P 2C8",990000,1160000,RD,4,0.0,8,1992,"Double Attached, Front Drive Access, Insulated",2750,0.0,0.0,nan,2750,nan,0.0,2025-06-11,Summer,990000
202512736,"99 Duncan Norrie Drive , Winnipeg R3P 2K2",689900,781500,RD,3,0.0,8,1996,Double Attached,2215,0.0,0.0,nan,2215,nan,0.0,2025-06-11,Summer,689900
202513464,"267 Park West Drive , Winnipeg R3Y 0T4",499900,501000,SA,4,0.0,8,2015,Double Detached,1537,0.0,0.0,nan,1537,nan,0.0,2025-06-11,Summer,499900
202509705,"10 Hidden Ridge Cove , Winnipeg R3Y 1X1",749900,740000,RD,3,0.0,19,2004,Double Attached,1983,0.0,0.0,nan,1983,nan,0.0,2025-06-11,Summer,749900
202511547,"171 Southbend Crescent , Winnipeg R3P 2H4",584900,592000,RD,4,0.0,6,1990,Double Attached,1870,0.0,0.0,nan,1870,nan,0.0,2025-06-11,Summer,584900
202512736,"99 Duncan Norrie Drive , Winnipeg R3P 2K2",689900,781500,RD,3,0.0,8,1996,Double Attached,2215,0.0,0.0,nan,2215,nan,0.0,2025-06-11,Summer,689900
202512784,"107 Valley Brook Road , Winnipeg R3Y 0Z8",1070000,1015000,RD,5,0.0,11,2022,Double Attached,2494,0.0,0.0,nan,2494,nan,0.0,2025-06-11,Summer,1070000
202509710,"139 Landover Drive , Winnipeg R3Y 0Z2",598880,598880,RD,4,0.0,7,2019,Double Detached,1612,0.0,0.0,nan,1612,nan,0.0,2025-06-11,Summer,598880
202513464,"267 Park West Drive , Winnipeg R3Y 0T4",499900,501000,SA,4,0.0,8,2015,Double Detached,1537,0.0,0.0,nan,1537,nan,0.0,2025-06-11,Summer,499900
202510910,"54 Cadiz Bay , Winnipeg R3R 2M7",499900,460000,RD,3,0.0,10,1976,"Single Attached, Front Drive Access, Paved Drivewa",1380,0.0,0.0,nan,1380,nan,0.0,2025-06-11,Summer,499900
202512945,"634 Fairmont Road , Winnipeg R3R 1B1",949900,940000,RD,4,0.0,7,2007,"Triple Attached, Front Drive Access, Garage door o",2275,0.0,0.0,nan,2275,nan,0.0,2025-06-11,Summer,949900
202510651,"728 Walker Avenue , Winnipeg R3L 1C8",274900,328728,RD,3,0.0,9,1973,"No Garage, Rear Drive Access",990,0.0,0.0,Lord Roberts,990,Lord Roberts,0.0,2025-06-11,Summer,274900
202508142,"480 Beresford Avenue , Winnipeg R3L 1J5",219900,195000,RD,3,0.0,34,1909,Rear Drive Access,1072,0.0,0.0,Lord Roberts,1072,Lord Roberts,0.0,2025-06-11,Summer,219900
202507555,"857 Lorette Avenue , Winnipeg R3M 1V1",279900,275000,RD,3 (den as bonus),0.0,36,1912,Parking Pad,880,0.0,0.0,Crescentwood,880,Crescentwood,0.0,2025-06-11,Summer,279900
202508982,"1066 Garwood Avenue , Winnipeg R3M 1N9",299900,285000,RD,3,0.0,19,1945,"Parking Pad, Rear Drive Access",1060,0.0,0.0,Crescentwood,1060,Crescentwood,0.0,2025-06-11,Summer,299900
202510065,"832 Elm Street , Winnipeg R3M 3P5",809900,780000,RD,4,0.0,13,1958,Double Detached,1786,0.0,0.0,River Heights South,1786,River Heights South,0.0,2025-06-11,Summer,809900
202510152,"871 Charleswood Road , Winnipeg R3R 1K8",419900,450000,RD,3,0.0,10,1971,Double Detached,1020,0.0,0.0,Charleswood,1020,Charleswood,0.0,2025-06-11,Summer,419900
202510571,"818 Kebir Place , Winnipeg R3T 1W9",399900,420000,RD,5,0.0,8,1957,"Front & Rear Drive Access, No Garage",1491,0.0,0.0,East Fort Garry,1491,East Fort Garry,0.0,2025-06-11,Summer,399900
202510038,"1157 Somerville Avenue , Winnipeg R3T 1B8",249900,240000,RD,2,0.0,17,1946,No Garage,700,0.0,0.0,West Fort Garry,700,West Fort Garry,0.0,2025-06-11,Summer,249900
202510469,"735 Patricia Avenue , Winnipeg R3T 3A8",447000,475000,RD,4,0.0,9,1971,Double Attached,1891,0.0,0.0,Fort Richmond,1891,Fort Richmond,0.0,2025-06-11,Summer,447000
202510525,"76 Magdalene Bay , Winnipeg R3T 3L2",379000,430700,RD,5,0.0,8,1972,Single Attached,804,0.0,0.0,Fort Richmond,804,Fort Richmond,0.0,2025-06-11,Summer,379000
202509812,"64 West Lake Crescent , Winnipeg R3T 4T4",329900,352000,SA,4,0.0,9,1979,Rear Drive Access,908,0.0,0.0,Waverley Heights,908,Waverley Heights,0.0,2025-06-11,Summer,329900
202510515,"3 Salem Place , Winnipeg R3T 4B7",474900,495000,RD,3,0.0,8,1974,"Single Attached, Front Drive Access",1323,0.0,0.0,Waverley Heights,1323,Waverley Heights,0.0,2025-06-11,Summer,474900
202508255,"796 Lindenwood Drive , Winnipeg R3P 2S1",699900,675000,RD,4,0.0,29,2004,Double Attached,1750,0.0,0.0,Linden Woods,1750,Linden Woods,0.0,2025-06-11,Summer,699900
202510614,"26 Marksbridge Drive , Winnipeg R3P 2K5",679900,752000,RD,5,0.0,9,2002,Double Attached,1652,0.0,0.0,Linden Woods,1652,Linden Woods,0.0,2025-06-11,Summer,679900
202509956,"376 Lindenwood Drive E, Winnipeg R3P 2H1",794900,800000,RD,4,0.0,15,1992,Triple Attached,2218,0.0,0.0,Linden Woods,2218,Linden Woods,0.0,2025-06-11,Summer,794900
202509275,"11 Bramblewood Court , Winnipeg R3Y 0T1",749000,740000,RD,4,0.0,2,2017,Double Attached,2201,0.0,0.0,Bridgwater Trails,2201,Bridgwater Trails,0.0,2025-06-11,Summer,749000
202504974,"91 Granite Grove Road , Winnipeg R3Y 2K2",799000,757500,RD,4,0.0,61,2025,Double Attached,2125,0.0,0.0,Prairie Pointe,2125,Prairie Pointe,0.0,2025-06-11,Summer,799000
202510491,"15 Kilroy Street , Winnipeg R3Y 0V5",569000,562000,RD,3,0.0,8,2019,Double Attached,1588,0.0,0.0,Prairie Pointe,1588,Prairie Pointe,0.0,2025-06-11,Summer,569000
202506477,"410 Windflower Road , Winnipeg R3Y 0X5",725000,725000,RD,4,0.0,45,2020,Double Attached,2127,0.0,0.0,Bridgwater Trails,2127,Bridgwater Trails,0.0,2025-06-11,Summer,725000
202508763,"87 Water Bend Road , Winnipeg R3Y 0J9",1675000,1685000,RD,4,0.0,9,2017,Double Attached,3015,0.0,0.0,Bridgwater Lakes,3015,Bridgwater Lakes,0.0,2025-06-11,Summer,1675000
202506230,"112 Willow Creek Road , Winnipeg R3Y 0S9",1439000,1295000,RD,5,0.0,47,2019,Double Attached,2895,0.0,0.0,Bridgwater Trails,2895,Bridgwater Trails,0.0,2025-06-11,Summer,1439000
202502686,"106 Lake Bend Road , Winnipeg R3Y 0J4",1079900,1065000,RD,5,0.0,75,2014,Double Attached,1943,0.0,0.0,Bridgwater Lakes,1943,Bridgwater Lakes,0.0,2025-06-11,Summer,1079900
202506611,"59 Colbourne Drive , Winnipeg R3Y 0K6",644500,620000,RD,4,0.0,40,2012,Double Attached,1683,0.0,0.0,South Pointe,1683,South Pointe,0.0,2025-06-11,Summer,644500
202510668,"15 Sandpiper Drive , Winnipeg R3T 5E6",439900,445000,RD,3,0.0,6,1984,Double Attached,1717,0.0,0.0,Richmond West,1717,Richmond West,0.0,2025-06-11,Summer,439900
202510922,"59 Brentlawn Boulevard , Winnipeg R3T 4X9",399900,470000,RD,3,0.0,7,1978,Single Attached,1250,0.0,0.0,Richmond West,1250,Richmond West,0.0,2025-06-11,Summer,399900
202508919,"30 Kendale Drive , Winnipeg R3T 5M4",674900,665000,RD,5,0.0,18,1998,Triple Attached,1630,0.0,0.0,Richmond West,1630,Richmond West,0.0,2025-06-11,Summer,674900
202510544,"427 Eugenie Street , Winnipeg R2H 0Y9",399900,467000,RD,3,0.0,9,1941,"Single Detached, Carport, Oversized, Parking Pad",1020,0.0,0.0,Norwood,1020,Norwood,0.0,2025-06-11,Summer,399900
202510095,"39 Monck Avenue , Winnipeg R2H 1W7",589999,678000,RD,4,0.0,9,1947,"Single Detached, Garage door opener, Oversized, Pa",2185,0.0,0.0,Norwood Flats,2185,Norwood Flats,0.0,2025-06-11,Summer,589999
202506579,"15 Parkville Drive , Winnipeg R2M 2H3",420000,410650,RD,2,0.0,50,1957,Single Detached,835,0.0,0.0,St Vital,835,St Vital,0.0,2025-06-11,Summer,420000
202510081,"46 Mager Drive , Winnipeg R2M 0S2",329900,329900,RD,3,0.0,6,1924,Single Detached,844,0.0,0.0,Elm Park,844,Elm Park,0.0,2025-06-11,Summer,329900
202510201,"102 Bright Oaks Bay , Winnipeg R2M 2M1",559900,585102,RD,3,0.0,8,1971,Single Attached,1100,0.0,0.0,Bright Oaks,1100,Bright Oaks,0.0,2025-06-11,Summer,559900
202509416,"76 Weaver Bay , Winnipeg R2M 2G8",399900,400000,RD,3,0.0,13,1962,"Front Drive Access, Parking Pad",1050,0.0,0.0,Pulberry,1050,Pulberry,0.0,2025-06-11,Summer,399900
202510779,"68 Elm Park Road , Winnipeg R2M 0V9",399900,451000,RD,3,0.0,7,1939,"Double Detached, Garage door opener",1212,0.0,0.0,Elm Park,1212,Elm Park,0.0,2025-06-11,Summer,399900
202507061,"79 Dunraven Avenue , Winnipeg R2M 0H5",324900,350444,RD,3,0.0,9,1949,Single Detached,908,0.0,0.0,St Vital,908,St Vital,0.0,2025-06-11,Summer,324900
202510584,"21 Vivian Avenue , Winnipeg R3M 0E5",379900,480000,RD,4,0.0,8,1952,"Double Detached, Garage door opener, Rear Drive Ac",1360,0.0,0.0,St Vital,1360,St Vital,0.0,2025-06-11,Summer,379900
202508226,"115 Springwood Drive , Winnipeg R2N 1B8",199900,180000,MH,2 (den),0.0,24,1976,Front Drive Access,1220,0.0,0.0,South Glen,1220,South Glen,0.0,2025-06-11,Summer,199900
202508576,"349 Ashworth Street , Winnipeg R2N 2L7",399900,505000,RD,3,0.0,8,1986,"Double Detached, Plug-In",860,0.0,0.0,River Park South,860,River Park South,0.0,2025-06-11,Summer,399900
202506328,"11 Highcastle Crescent , Winnipeg R2N 2V6",534900,515000,RD,3,0.0,39,1991,Double Attached,1560,0.0,0.0,River Park South,1560,River Park South,0.0,2025-06-11,Summer,534900
202510022,"51 Ashford Drive , Winnipeg R2N 1K7",409900,404000,RD,3,0.0,9,1979,"Double Detached, Garage door opener, Oversized",968,0.0,0.0,River Park South,968,River Park South,0.0,2025-06-11,Summer,409900
202510751,"202 Paddington Road , Winnipeg R2N 1H4",374900,433000,RD,3,0.0,8,1979,"Single Detached, Carport",830,0.0,0.0,River Park South,830,River Park South,0.0,2025-06-11,Summer,374900
202506611,"59 Colbourne Drive , Winnipeg R3Y 0K6",644500,620000,RD,4,0.0,40,2012,Double Attached,1683,0.0,0.0,South Pointe,1683,South Pointe,0.0,2025-06-11,Summer,644500
202510668,"15 Sandpiper Drive , Winnipeg R3T 5E6",439900,445000,RD,3,0.0,6,1984,Double Attached,1717,0.0,0.0,Richmond West,1717,Richmond West,0.0,2025-06-11,Summer,439900
202509925,"794 Simpson Avenue , Winnipeg R2K 1S1",339900,308000,RD,3,0.0,7,1957,Single Detached,1075,0.0,0.0,East Kildonan,1075,East Kildonan,0.0,2025-06-11,Summer,339900
202510253,"88 Eaton Street , Winnipeg R2L 1V1",219900,233000,RD,3,0.0,8,1907,Rear Drive Access,1252,0.0,0.0,East Kildonan,1252,East Kildonan,0.0,2025-06-11,Summer,219900
202510681,"87 Reay Crescent , Winnipeg R2K 3R2",399900,425000,RD,4,0.0,7,1987,Double Detached,1040,0.0,0.0,Valley Gardens,1040,Valley Gardens,0.0,2025-06-11,Summer,399900
202506611,"59 Colbourne Drive , Winnipeg R3Y 0K6",644500,620000,RD,4,0.0,40,2012,Double Attached,1683,0.0,0.0,South Pointe,1683,South Pointe,0.0,2025-06-11,Summer,644500
202506611,"59 Colbourne Drive , Winnipeg R3Y 0K6",644500,620000,RD,4,0.0,40,2012,Double Attached,1683,0.0,0.0,South Pointe,1683,South Pointe,0.0,2025-06-11,Summer,644500
202509723,"43 Parade Drive , Winnipeg R2C 0S3",474700,455000,RD,4,0.0,12,1964,"Double Detached, Heated, Insulated",1993,0.0,0.0,East Transcona,1993,East Transcona,0.0,2025-06-11,Summer,474700
202510574,"96 Zawaly Bay , Winnipeg R2C 5C2",349900,380000,RD,3,0.0,9,1988,Parking Pad,1042,0.0,0.0,Canterbury Park,1042,Canterbury Park,0.0,2025-06-11,Summer,349900
202509509,"307 Emberwell Street , Winnipeg R2C 5V6",474900,470000,RD,3,0.0,12,2024,Parking Pad,1430,0.0,0.0,Summerlea,1430,Summerlea,0.0,2025-06-11,Summer,474900
202509480,"180 Allenby Crescent , Winnipeg R2C 3S2",299900,435000,RD,4,0.0,7,1974,Single Detached,988,0.0,0.0,Canterbury Park,988,Canterbury Park,0.0,2025-06-11,Summer,299900
202510839,"219 Hoddinott Road , East St Paul R2E 0H7",349900,450000,RD,3,0.0,7,0,Single Detached,1979,0.0,0.0,East St Paul,1979,East St Paul,0.0,2025-06-11,Summer,349900
202507978,"291 Ottawa Avenue , Winnipeg R2K 1K6",474900,450000,DP,5,0.0,24,2018,Single Detached,1089,0.0,0.0,East Kildonan,1089,East Kildonan,0.0,2025-06-11,Summer,474900
202510320,"377 Larsen Avenue , Winnipeg R2K 1R1",179900,219000,RD,2,0.0,12,1921,Rear Drive Access,830,0.0,0.0,East Kildonan,830,East Kildonan,0.0,2025-06-11,Summer,179900
202509925,"794 Simpson Avenue , Winnipeg R2K 1S1",339900,308000,RD,3,0.0,7,1957,Single Detached,1075,0.0,0.0,East Kildonan,1075,East Kildonan,0.0,2025-06-11,Summer,339900
202510253,"88 Eaton Street , Winnipeg R2L 1V1",219900,233000,RD,3,0.0,8,1907,Rear Drive Access,1252,0.0,0.0,East Kildonan,1252,East Kildonan,0.0,2025-06-11,Summer,219900
202510681,"87 Reay Crescent , Winnipeg R2K 3R2",399900,425000,RD,4,0.0,7,1971,Single Attached,4340,0.0,0.0,Valley Gardens,4340,Valley Gardens,0.0,2025-06-11,Summer,399900
202510718,"1857 Plessis Road , Winnipeg R3W 0B3",279900,380000,RD,3,0.0,6,1986,Single Attached,710,0.0,0.0,Lakeside Meadows,710,Lakeside Meadows,0.0,2025-06-11,Summer,279900
202505916,"11 Fiorentino Street , Winnipeg R3W 0H2",674900,657000,RD,6,0.0,38,2017,Double Attached,2125,0.0,0.0,Starlite Village,2125,Starlite Village,0.0,2025-06-11,Summer,674900
202510504,"66 Chelston Gate , Winnipeg R3W 0J7",519900,560000,RD,3,0.0,9,2015,"Double Detached, Rear Drive Access",1671,0.0,0.0,Devonshire Village,1671,Devonshire Village,0.0,2025-06-11,Summer,519900
202510110,"130 Whitehall Boulevard , Winnipeg R2C 0Y5",389900,389000,RD,3,0.0,13,1967,Single Detached,988,0.0,0.0,East Transcona,988,East Transcona,0.0,2025-06-11,Summer,389900
202510688,"39 Craglea Corner , Winnipeg R2C4H8",299900,350000,RD,2,0.0,6,0,Parking Pad,860,0.0,0.0,Canterbury Park,860,Canterbury Park,0.0,2025-06-11,Summer,299900
202509723,"43 Parade Drive , Winnipeg R2C 0S3",474700,455000,RD,4,0.0,12,1964,"Double Detached, Heated, Insulated, Paved Driveway",nan,0.0,0.0,East Transcona,0,East Transcona,0.0,2025-06-11,Summer,474700
202510574,"96 Zawaly Bay , Winnipeg R2C 5C2",349900,380000,RD,3,0.0,9,1988,Parking Pad,1042,0.0,0.0,Canterbury Park,1042,Canterbury Park,0.0,2025-06-11,Summer,349900
202509509,"307 Emberwell Street , Winnipeg R2C 5V6",474900,470000,RD,3,0.0,12,2024,Parking Pad,1430,0.0,0.0,Summerlea,1430,Summerlea,0.0,2025-06-11,Summer,474900
202509480,"180 Allenby Crescent , Winnipeg R2C 3S2",299900,435000,RD,4,0.0,7,1974,Single Detached,988,0.0,0.0,Transcona,988,Transcona,0.0,2025-06-11,Summer,299900
202510839,"219 Hoddinott Road , Winnipeg R2E 0H7",349900,450000,RD,3,0.0,7,0,Single Detached,1979,0.0,0.0,East St Paul,1979,East St Paul,0.0,2025-06-11,Summer,349900
202510469,"735 Patricia Avenue , Winnipeg R3T 3A8",447000,475000,RD,4,0.0,9,1971,Double Attached,1891,0.0,0.0,Fort Richmond,1891,Fort Richmond,0.0,2025-06-11,Summer,447000
202506611,"59 Colbourne Drive , Winnipeg R3Y 0K6",644500,620000,RD,4,0.0,40,2012,Double Attached,1683,0.0,0.0,South Pointe,1683,South Pointe,0.0,2025-06-11,Summer,644500
202510668,"15 Sandpiper Drive , Winnipeg R3T 5E6",439900,445000,RD,3,0.0,6,1984,Double Attached,1717,0.0,0.0,Richmond West,1717,Richmond West,0.0,2025-06-11,Summer,439900
202510922,"59 Brentlawn Boulevard , Winnipeg R3T 4X9",399900,470000,RD,3,0.0,7,1978,Single Attached,1250,0.0,0.0,Richmond West,1250,Richmond West,0.0,2025-06-11,Summer,399900
202508919,"30 Kendale Drive , Winnipeg R3T 5M4",674900,665000,RD,5,0.0,18,1998,Triple Attached,1630,0.0,0.0,Richmond West,1630,Richmond West,0.0,2025-06-11,Summer,674900
202507061,"79 Dunraven Avenue , Winnipeg R2M 0H5",324900,350444,RD,3,0.0,9,1949,Single Detached,nan,0.0,0.0,nan,0,nan,0.0,2025-06-11,Summer,324900
202510584,"21 Vivian Avenue , Winnipeg R3M 0E5",379900,480000,RD,4,0.0,8,1952,"Double Detached, Garage door opener, Rear Drive Ac",1360,0.0,0.0,St Vital,1360,St Vital,0.0,2025-06-11,Summer,379900
202508226,"115 Springwood Drive , Winnipeg R2N 1B8",199900,180000,MH,2 (Den),0.0,24,1976,Front Drive Access,1220,0.0,0.0,South Glen,1220,South Glen,0.0,2025-06-11,Summer,199900
202506477,"410 Windflower Road , Winnipeg R3Y 0X5",725000,725000,RD,4,0.0,45,2020,Double Attached,2127,0.0,0.0,Bridgewater Trails,2127,Bridgewater Trails,0.0,2025-06-11,Summer,725000
202508763,"87 Water Bend Road , Winnipeg R3Y 0J9",1675000,1685000,RD,4,0.0,9,2017,Double Attached,3015,0.0,0.0,Bridgwater Lakes,3015,Bridgwater Lakes,0.0,2025-06-11,Summer,1675000
202506230,"112 Willow Creek Road , Winnipeg R3Y 0S9",1439000,1295000,RD,5,0.0,47,2019,Double Attached,2895,0.0,0.0,Bridgwater Trails,2895,Bridgwater Trails,0.0,2025-06-11,Summer,1439000
202502686,"106 Lake Bend Road , Winnipeg R3Y 0J4",1079900,1065000,RD,5,0.0,75,2014,Double Attached,1943,0.0,0.0,Bridgwater Lakes,1943,Bridgwater Lakes,0.0,2025-06-11,Summer,1079900
202506611,"59 Colbourne Drive , Winnipeg R3Y 0K6",644500,620000,RD,4,0.0,40,2012,Double Attached,1683,0.0,0.0,South Pointe,1683,South Pointe,0.0,2025-06-11,Summer,644500
202510668,"15 Sandpiper Drive , Winnipeg R3T 5E6",439900,445000,RD,3,0.0,6,1984,Double Attached,1717,0.0,0.0,Richmond West,1717,Richmond West,0.0,2025-06-11,Summer,439900
202510922,"59 Brentlawn Boulevard , Winnipeg R3T 4X9",399900,470000,RD,3,0.0,7,1978,Single Attached,1250,0.0,0.0,Richmond West,1250,Richmond West,0.0,2025-06-11,Summer,399900
202508919,"30 Kendale Drive , Winnipeg R3T 5M4",674900,665000,RD,5,0.0,18,1998,Triple Attached,1630,0.0,0.0,Richmond West,1630,Richmond West,0.0,2025-06-11,Summer,674900
202510544,"427 Eugenie Street , Winnipeg R2H 0Y9",399900,467000,RD,3,0.0,9,1941,"Single Detached, Carport, Oversized, Parking Pad",1020,0.0,0.0,Norwood,1020,Norwood,0.0,2025-06-11,Summer,399900
202510095,"39 Monck Avenue , Winnipeg R2H 1W7",589999,678000,RD,4,0.0,9,1947,"Single Detached, Garage door opener, Oversized, Pa",2185,0.0,0.0,Norwood Flats,2185,Norwood Flats,0.0,2025-06-11,Summer,589999
