listing_date,season,mls_number,neighborhood,address,list_price,sold_price,sell_list_ratio,dom,bedrooms,bathrooms,garage_type,basement,house_type,style,type,sqft,lot_size
2025-07-02,Summer,20251080,Loose Area,56 Fontaine Crescent 37 Blueberry Bay 15 Iroquois Bay,329900.0,335100.0,1.02,7,0,3.0,"drive access front drive access, no garage double attached, front drive",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1189,0.0
2025-07-02,Summer,20251095,Loose Area,15 Boulder Bay,299900.0,396999.0,1.32,5,0,4.0,"drive access double detached, heated, single attached",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1118,0.0
2025-07-02,Summer,20251009,Loose Area,106 Berkshire Bay 15 Lochmoor Avenue,279900.0,331800.0,1.19,7,0,3.0,"parking pad double detached, garage door double detached",0,Single Family Detached,"Bungalow, Two Storey, Bi-Level, Other",Single Family Detached,1032,0.0
2025-07-02,Summer,20250844,Loose Area,65 Berkshire Bay 65 Bibeau Bay 9 Peterboro Bay,289900.0,326650.0,1.13,6,0,3.0,"parking pad, rear drive access double detached, front drive double detached",20,Single Family Detached,Other,Single Family Detached,1205,20.44
2025-07-02,Summer,20250834,Loose Area,39 Peterboro Bay 15 Canberra Road 52 Vincent Massey Boulevard,399900.0,420000.0,1.05,7,0,3.0,"single attached single detached, parking pad, double detached, front drive",0,Single Family Detached,"Bungalow, Bi-Level",Single Family Detached,1220,0.0
2025-07-02,Summer,20250716,Loose Area,246 Penfold Crescent 71 Fontaine Crescent 3 Frontenac Bay,469900.0,505000.0,1.07,7,0,4.0,"double attached, front drive front drive access, no garage double detached",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1350,0.0
2025-07-02,Summer,20250735,Loose Area,127 Seaside Drive 8 Humber Road 167 Penfold Crescent,577500.0,572500.0,0.99,29,0,5.0,"double attached single detached, front drive single detached, front drive",0,Single Family Detached,"Bungalow, Two Storey, Raised Bungalow, Other",Single Family Detached,1527,0.0
2025-07-02,Summer,20250715,Loose Area,58 Fontaine Crescent 71 De Bourmont Bay 4 Cypress Bay,299900.0,285000.0,0.95,8,0,4.0,"single detached, paved single attached, parking pad, single attached, tandem",0,Single Family Detached,Bungalow,Single Family Detached,994,0.0
2025-07-02,Summer,20250632,Loose Area,1162 Betournay Street,349900.0,416000.0,1.19,7,95,4.0,"double detached double attached, paved single detached, front drive",0,Single Family Detached,Bungalow,Single Family Detached,1036,0.0
2025-07-02,Summer,20250574,Loose Area,347 Drake Boulevard 801 Elizabeth Road 30 Jean-Baptiste Lavoie Place,374900.0,434500.0,1.16,8,0,5.0,single detached rear drive access double attached,0,Single Family Detached,Two Storey,Single Family Detached,1035,0.0
2025-07-02,Summer,20250535,Loose Area,8 Almond Bay 227 Berkshire Bay 61 Wiltshire Bay,399900.0,399900.0,1.0,11,0,3.0,"double detached, tandem front drive access, unpaved front drive access, plug-in",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1380,0.0
2025-07-02,Summer,20250459,Loose Area,53 Peterboro Bay 39 Monaco Bay,399900.0,460000.0,1.15,9,0,3.0,"single attached, front drive front drive access single detached, front drive",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1220,0.0
2025-07-02,Summer,20250388,Loose Area,930 Autumnwood Drive 21 Cascade Bay,364900.0,390000.0,1.07,7,0,4.0,"drive access, plug-in, single detached single detached",0,Single Family Detached,"Bungalow, Raised Bungalow, Other",Single Family Detached,1040,0.0
2025-07-02,Summer,20250366,Loose Area,93 Wiltshire Bay 21 Canberra Road 6 Durham Bay,294500.0,321000.0,1.09,7,0,3.0,"drive access single detached, rear drive single detached, front drive",0,Single Family Detached,"Bungalow, Two Storey, Bi-Level, Other",Single Family Detached,1110,0.0
2025-07-02,Summer,20250334,Loose Area,3 Mohawk Bay 37 Cypress Bay 25 Greenwich Bay,549900.0,571000.0,1.04,7,0,3.0,"carport, front drive access double detached, front drive carport, front drive access",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1260,0.0
2025-07-02,Summer,20250329,Loose Area,1 ALDERWOOD Road 22 Jogues Road 942 Autumnwood Drive,359900.0,410000.0,1.14,7,0,5.0,"double attached carport, front drive access, front drive access, paved",0,Single Family Detached,"Bungalow, Other",Single Family Detached,892,0.0
2025-07-02,Summer,20250233,Loose Area,468 Speers Road 163 Harper Avenue,499800.0,517468.0,1.04,7,0,3.0,"double detached, ev charging single detached, front drive single attached, insulated,",0,Single Family Detached,"Bungalow, Two Storey, Raised Bungalow, Other",Single Family Detached,1359,0.0
2025-07-02,Summer,20250207,Loose Area,43 Almond Bay 77 Canberra Road 388 Westmount Drive,349900.0,372000.0,1.06,9,0,5.0,"drive access, parking pad double detached double detached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,967,0.0
2025-07-02,Summer,20250177,Loose Area,54 Penticton Bay 10 Peterboro Bay,349900.0,395000.0,1.13,8,0,2.0,double detached double detached front drive access,97,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1053,97.83
2025-07-02,Summer,7a0fbe5c81,Loose Area,46 Cascade Bay 8 Lochmoor Avenue,0.0,0.0,0.0,0,0,3.0,"double detached, front drive single detached, front drive double detached",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1047,0.0
2025-07-02,Summer,20250090,Loose Area,60 SF 75 SF 0 SF Depth 104 SF 130 SF 0 SF Site Influence Landscaped patio Paved Street,339900.0,403000.0,1.19,7,0,1.0,none,Unknown,Single Family Detached,Other,Other,104,0.0
2025-07-02,Summer,20250082,Loose Area,11 Maplehurst Road 17 Durham Bay 327 Dussault Avenue,379900.0,440000.0,1.16,7,0,3.0,"single detached, garage door double detached, garage door double detached",0,Single Family Detached,"Bungalow, Other",Single Family Detached,970,0.0
2025-07-02,Summer,20250067,Loose Area,116 Howden Road 900 Dugas Street 19 Seaside Drive,379900.0,373000.0,0.98,15,0,3.0,single detached front drive access double attached,0,Single Family Detached,"Two Storey, Bi-Level",Single Family Detached,870,0.0
2025-07-02,Summer,20250039,Loose Area,1 Halliday Bay 436 Westmount Drive 1 Echo Bay,379999.0,370000.0,0.97,22,0,4.0,"double detached double detached double detached, front drive",0,Single Family Detached,Bungalow,Single Family Detached,1083,0.0
2025-07-02,Summer,20242791,Loose Area,966 Dugas Street 62 Westmount Bay,269900.0,260000.0,0.96,7,0,3.0,"double detached, garage door single detached, garage door single detached",0,Single Family Detached,"Bungalow, Other",Single Family Detached,706,0.0
2025-07-02,Summer,20251397,Loose Area,31 Heather Road 13 Bentwood Bay 27 Bibeau Bay,349900.0,403033.0,1.15,6,0,4.0,"double detached, front drive paved driveway single detached",0,Single Family Detached,Bungalow,Single Family Detached,1109,0.0
2025-07-02,Summer,20251330,Loose Area,34 Rockcliffe Road 34 Manbrough Place 29 Cormorant Bay,439900.0,440000.0,1.0,6,0,6.0,"single attached, front drive double attached single attached, front drive",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1176,0.0
2025-07-02,Summer,20250980,Loose Area,143 Driftwood Bay 190 Bluewater Crescent 53 Lake Lawn Drive,445000.0,430000.0,0.97,8,0,4.0,"single detached single detached front drive access, parking pad,",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1486,0.0
2025-07-02,Summer,20250937,Loose Area,121 Weatherstone Place 106 Cliffwood Drive 15 Lake Park Drive,369900.0,364000.0,0.98,6,0,3.0,"drive access, parking pad, double attached double attached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1044,0.0
2025-07-02,Summer,20250889,Loose Area,1 Manring Cove 166 Edgemont Drive 196 Newcombe Crescent,649900.0,655000.0,1.01,9,0,6.0,"double attached double attached, front drive double attached",0,Single Family Detached,"Two Storey, Other",Single Family Detached,2057,0.0
2025-07-02,Summer,20250833,Loose Area,36 Lake Lawn Drive 11 Marina Place 122 Edgemont Drive,649900.0,665000.0,1.02,8,0,3.0,"double attached double attached double attached, front drive",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1619,0.0
2025-07-02,Summer,20250269,Loose Area,66 Willow Point Road 46 Pine Bluff Road 24 McGurran Place,469900.0,470000.0,1.0,11,0,5.0,"single attached, front drive single attached double attached",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1094,0.0
2025-07-02,Summer,20250573,Loose Area,34 Bluewater Crescent 187 Bluewater Crescent,199900.0,200000.0,1.0,7,23,4.0,"drive access, parking pad front drive access double detached",0,Single Family Detached,"Bungalow, Bi-Level",Single Family Detached,754,0.0
2025-07-02,Summer,20250537,Loose Area,7 Manring Cove 38 Tamarac Bay 43 Brookhaven Bay,499900.0,600000.0,1.2,8,43,3.0,"double attached double attached double detached, front drive",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,2179,0.0
2025-07-02,Summer,20250402,Loose Area,15 Edgewater Drive 10 Orchard Lane 7 Bellington Place,584900.0,577500.0,0.99,22,0,4.0,"double attached, front drive double detached double attached",0,Single Family Detached,"Two Storey, Other",Single Family Detached,1906,0.0
2025-07-02,Summer,20250306,Loose Area,228 Cliffwood Drive 59 Tahoe Bay 267 Southbridge Drive,629900.0,737228.0,1.17,8,0,4.0,"double attached, front drive double attached double attached, insulated",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,2300,0.0
2025-07-02,Summer,20250274,Loose Area,26 Weatherstone Place,289900.0,335000.0,1.16,8,0,3.0,parking pad single attached double detached,0,Single Family Detached,"Bungalow, Two Storey, Bi-Level, Other",Single Family Detached,1044,0.0
2025-07-02,Summer,20250073,Loose Area,175 Bluewater Crescent 66 Willow Point Road 3 Park Grove Drive,269900.0,290000.0,1.07,6,0,3.0,"drive access single attached, front drive paved driveway",69,Single Family Detached,Bungalow,Single Family Detached,754,69.68
2025-07-02,Summer,20251290,Loose Area,3 Mount Laurel Crescent 82 Leger Crescent 83 Gull Wing Bay,529000.0,540000.0,1.02,1,0,4.0,"double attached double attached, front drive double attached, garage door",0,Single Family Detached,"Two Storey, Other",Single Family Detached,1745,0.0
2025-07-02,Summer,20251134,Loose Area,102 Tidal Cove 35 Pauline Boutal Crescent,434900.0,525000.0,1.21,8,0,5.0,"double attached double attached double attached, insulated",0,Single Family Detached,Other,Single Family Detached,1068,0.0
2025-07-02,Summer,20251045,Loose Area,116 Wayfarer's Haven 140 Bridgetown Drive 86 Sabourin Place,769000.0,825000.0,1.07,10,140,4.0,"double attached double attached, front drive double attached, front drive",106,Single Family Detached,"Two Storey, Other",Single Family Detached,2070,106.56
2025-07-02,Summer,20250867,Loose Area,28 Crimson Way 37 Breland Bay 269 Bonaventure Drive,494900.0,539000.0,1.09,7,37,3.0,"double detached, garage door double attached double attached, front drive",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1366,0.0
2025-07-02,Summer,20250960,Loose Area,28 Demetrioff Drive 2 Edenwood Place 55 McKall Bay,639900.0,665000.0,1.04,8,0,4.0,"double attached, front drive double attached double attached, front drive",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1509,0.0
2025-07-02,Summer,20250923,Loose Area,15 Frigate Bay 80 Southside Drive 3 Berube Place,474900.0,554000.0,1.17,8,0,3.0,double attached double attached double attached,0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1219,0.0
2025-07-02,Summer,20250892,Loose Area,28 SF Depth Site Influence Back Lane,451250.0,449800.0,1.0,14,0,1.0,none,Unknown,Single Family Detached,Other,Other,1200,0.0
2025-07-02,Summer,20250842,Loose Area,43 Yorkwood Drive 693 De La Seigneurie Boulevard,725000.0,700000.0,0.97,31,0,4.0,"double attached, front drive double detached double attached",0,Single Family Detached,"Two Storey, Other",Single Family Detached,2480,0.0
2025-07-02,Summer,bcf4aed5a3,Loose Area,144 Henry Dormer Drive 208 Bonaventure Drive E 180 Evelyne Reese Boulevard,0.0,0.0,0.0,0,0,4.0,double attached double attached parking pad,0,Single Family Detached,"Bungalow, Two Storey, Other","Single Family Detached,  Townhouse",1240,0.0
2025-07-02,Summer,20250782,Loose Area,0 SF 42 SF Depth 0 SF 109 SF Site Influence Paved Street,499999.0,560000.0,1.12,6,0,1.0,none,Unknown,Single Family Detached,Other,Other,109,0.0
2025-07-02,Summer,20250584,Loose Area,28 Peres Oblats Drive 119 Bonaventure Drive 15 Bedard Crescent,429900.0,473000.0,1.1,15,0,4.0,"double attached, front drive double attached double attached",0,Single Family Detached,"Two Storey, Other",Single Family Detached,1783,0.0
2025-07-02,Summer,20250721,Loose Area,55 Montvale Crescent 250 Charbonneau Crescent 53 Beaudry Bay,549900.0,583500.0,1.06,9,0,3.0,"double attached double attached, front drive double attached, garage door",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1232,0.0
2025-07-02,Summer,20250719,Loose Area,69 Boisselle Bay 79 Tascona Road 25 Bow Water Drive,574900.0,651000.0,1.13,7,0,4.0,double attached double attached double attached,0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1709,0.0
2025-07-02,Summer,20250643,Loose Area,35 Causeway Bay 43 Arpin Bay 167 CRESTMONT Drive,549900.0,560000.0,1.02,9,0,3.0,double attached double attached single attached,0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1478,0.0
2025-07-02,Summer,20250645,Loose Area,14 Beaupre Bay 70 High Ridge Road 75 Crestmont Drive,424900.0,460000.0,1.08,7,0,3.0,"single attached, front drive double attached, garage door double attached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1105,0.0
2025-07-02,Summer,20250617,Loose Area,151 Nordstrom Drive 342 Evelyne Reese Boulevard 106 Evelyne Reese Boulevard,579000.0,610000.0,1.05,8,0,3.0,double attached parking pad parking pad,0,Single Family Detached,"Two Storey, Other","Single Family Detached,  Townhouse",1750,0.0
2025-07-02,Summer,20250443,Loose Area,70 Nordstrom Drive,539900.0,575000.0,1.07,7,0,4.0,"double attached, front drive single attached, front drive double attached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1433,0.0
2025-07-02,Summer,20250580,Loose Area,45 Beaudry Bay 35 Pynoo Place 98 Charbonneau Crescent,649900.0,640000.0,0.98,6,0,2.0,"double attached, garage door double attached, front drive single attached",139,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1660,139.35
2025-07-02,Summer,20250504,Loose Area,107 Arpin Bay 42 Southside Drive 354 Bonaventure Drive,549900.0,575000.0,1.05,8,0,3.0,double attached double attached double attached,0,Single Family Detached,"Bungalow, Two Storey, Raised Bungalow",Single Family Detached,1747,0.0
2025-07-02,Summer,20250506,Loose Area,141 Camirant Crescent 2 Waterfront Road 363 Whitehorn Crescent,549900.0,614141.0,1.12,7,0,3.0,double attached double attached parking pad,0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1387,0.0
2025-07-02,Summer,f8f80b424d,Loose Area,75 Ullswater Way 203 Bonaventure Drive W 73 Boisselle Bay,0.0,0.0,0.0,0,0,4.0,"detached double attached double attached, other remarks",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1620,0.0
2025-07-02,Summer,20250463,Loose Area,36 SF 38 SF 56 SF Depth 0 SF 111 SF Site Influence Back Lane,549990.0,535000.0,0.97,10,0,1.0,none,Unknown,Single Family Detached,Other,Other,111,0.0
2025-07-02,Summer,20250459,Loose Area,176 Evelyne Reese Boulevard 7 Aubin Drive 83 Braswell Bay,489000.0,485000.0,0.99,62,83,4.0,"single detached double attached, front drive double attached, garage door",0,Single Family Detached,"Bungalow, Two Storey","Single Family Detached, Townhouse",1492,0.0
2025-07-02,Summer,20250347,Loose Area,208 De La Seigneurie Boulevard 28 Arpin Bay 328 Evelyne Reese Boulevard,519900.0,535500.0,1.03,8,0,3.0,double attached double attached parking pad,55,Single Family Detached,"Two Storey, Other","Single Family Detached,  Townhouse",1482,55.74
2025-07-02,Summer,20250210,Loose Area,22 Maligne Way 139 Norcross Crescent 288 De La Seigneurie Boulevard,519900.0,510000.0,0.98,3,0,4.0,"parking pad double attached, ev charging double attached",0,Single Family Detached,"Two Storey, Other",Single Family Detached,1416,0.0
2025-07-02,Summer,20250170,Loose Area,53 Twintree Way 709 De La Seigneurie Boulevard 91 Arpin Bay,579900.0,565000.0,0.97,28,0,4.0,double attached double detached double attached,0,Single Family Detached,"Two Storey, Other",Single Family Detached,1505,0.0
2025-07-02,Summer,20250160,Loose Area,35 Harbinger Bay 106 Lucerne Place 123 Bridgetown Drive,568900.0,630000.0,1.11,7,123,4.0,"double attached, paved double attached, front drive double attached",65,Single Family Detached,Two Storey,Single Family Detached,1791,65.96
2025-07-02,Summer,20250020,Loose Area,126 Evelyne Reese Boulevard 270 Evelyne Reese Boulevard 43 Bridgetown Drive,487900.0,479888.0,0.98,10,43,3.0,"single detached, garage door parking pad double attached",0,Single Family Detached,Two Storey,"Single Family Detached, Townhouse",1501,0.0
2025-07-02,Summer,20250064,Loose Area,11 Lardon Court 153 Ebb Tide Drive 240 Bonaventure Drive,699900.0,680000.0,0.97,7,0,3.0,"double attached, front drive double attached double attached",0,Single Family Detached,"Two Storey, Other",Single Family Detached,2060,0.0
2025-07-02,Summer,20250008,Loose Area,30 Maligne Way 95 Captains Way 159 Whitehorn Crescent,528000.0,515000.0,0.98,7,0,3.0,double detached double attached double attached,0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1381,0.0
2025-07-02,Summer,20242244,Loose Area,805 De La Seigneurie Boulevard 85 Eastoak Drive 99 Burke Bay,574900.0,564000.0,0.98,11,0,3.0,"double detached, oversized, double attached double attached, front drive",46,Single Family Detached,Two Storey,Single Family Detached,1416,46.92
2025-07-02,Summer,20251074,Loose Area,27 Namarik Way 3 Diamond Dust Drive,619900.0,615825.0,0.99,16,0,3.0,double attached double attached double attached,0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1819,0.0
2025-07-02,Summer,20251047,Loose Area,96 West Plains Drive 35 Moonbeam Way 121 Robert Bockstael Drive,779900.0,770000.0,0.99,20,0,3.0,"double attached double attached, insulated double detached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,2496,0.0
2025-07-02,Summer,20250216,Loose Area,77 Ranville Road 38 Red Sky Road 300 Sage Creek Boulevard,549900.0,540000.0,0.98,10,0,4.0,"double attached front drive access, garage door double detached",102,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1360,102.19
2025-07-02,Summer,20250776,Loose Area,361 Sage Creek Boulevard 114 Dumontet Crescent 15 Diamond Dust Drive,519900.0,519900.0,1.0,7,0,3.0,"double attached, parking pad, double attached, front drive double attached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1604,0.0
2025-07-02,Summer,20250673,Loose Area,11 West Plains Drive 35 Vireo Lane 23 Siskin Bay,1049900.0,1060000.0,1.01,8,0,4.0,"double attached triple detached, garage door double attached",0,Single Family Detached,"Two Storey, Bi-Level",Single Family Detached,2320,0.0
2025-07-02,Summer,20250590,Loose Area,15 Redpoll Place 99 Blue Sun Drive 20 Morning Glory Crescent,859000.0,854000.0,0.99,20,0,4.0,"double attached double attached double attached, garage door",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,2550,0.0
2025-07-02,Summer,20250512,Loose Area,46 Proulx Place 28 Solstice Lane,629900.0,655000.0,1.04,6,0,4.0,double attached double attached double attached,0,Single Family Detached,Two Storey,Single Family Detached,1988,0.0
2025-07-02,Summer,20250413,Loose Area,42 Snowberry Circle 331 Robert Bockstael Drive 110 Tallgrass Crescent,619900.0,610000.0,0.98,8,0,4.0,"double attached double detached double attached, front drive",0,Single Family Detached,"Two Storey, Other",Single Family Detached,1836,0.0
2025-07-02,Summer,20250404,Loose Area,207 Butterfly Way 18 Baptiste Tourond Road 18 East Plains Drive,809900.0,881184.0,1.09,15,0,4.0,"double attached double attached, garage door double attached, front drive",0,Single Family Detached,"Two Storey, Other",Single Family Detached,2314,0.0
2025-07-02,Summer,20250354,Loose Area,159 Blue Sun Drive 131 Silver Sage Crescent 84 West Plains Drive,674900.0,670000.0,0.99,40,0,3.0,double attached double attached double attached,0,Single Family Detached,"Two Storey, Other",Single Family Detached,2297,0.0
2025-07-02,Summer,20250292,Loose Area,10 Willow Lane 15 Jontz Cove 135 Stoneknife Crescent,644900.0,625000.0,0.97,14,0,3.0,double attached double attached double attached,60,Single Family Detached,Two Storey,Single Family Detached,1959,60.39
2025-07-02,Summer,20250253,Loose Area,40 West Plains Drive 33 Sarsprilla Bend 62 Proulx Place,899900.0,870000.0,0.97,12,0,4.0,"double attached, garage door double attached double detached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1680,0.0
2025-07-02,Summer,20242636,Loose Area,380 Sage Creek Boulevard,549900.0,548000.0,1.0,8,0,3.0,"double detached, garage door double attached double attached, front drive",0,Single Family Detached,"Two Storey, Other",Single Family Detached,1624,0.0
2025-07-02,Summer,20250162,Loose Area,115 Wildflower Way 59 High Plain Road 113 Royal Park Crescent,779900.0,768212.0,0.99,3,0,3.0,"double attached, front drive double attached double attached, insulated",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1919,0.0
2025-07-02,Summer,20250097,Loose Area,7 Jontz Cove 27 Yellow Moon Crescent 23 Vireo Lane,699825.0,706000.0,1.01,23,0,3.0,"double attached double attached, insulated triple detached",0,Single Family Detached,Two Storey,Single Family Detached,2435,0.0
2025-07-02,Summer,9e0ebaad35,Loose Area,335 Robert Bockstael Drive 369 Sage Creek Boulevard 179 Wood Sage Crescent,0.0,0.0,0.0,0,0,4.0,"double detached, garage door double detached double attached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1475,0.0
2025-07-02,Summer,20250045,Loose Area,34 SF 0 SF Depth 0 SF 0 SF Site Influence Paved Lane,574900.0,559900.0,0.97,53,0,1.0,none,Unknown,Single Family Detached,Other,Other,1200,0.0
2025-07-02,Summer,20242810,Loose Area,43 Grey Heron Drive 111 Copperstone Crescent 3 Royal Park Crescent,619900.0,615000.0,0.99,13,0,3.0,"double attached, front drive double attached double attached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1628,0.0
2025-07-02,Summer,20242701,Loose Area,10 Sundog Drive 26 John Pelland Road 56 Lyric Lane,879900.0,865000.0,0.98,10,0,4.0,double attached double attached double detached,111,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1700,111.48
2025-07-02,Summer,20250134,St Vital,7 Lloyd Mckinnon Way 216 Butterfly Way 135 Coneflower Crescent,679900.0,660000.0,0.97,37,0,3.0,"double attached, front drive double attached double attached",0,Single Family Detached,"Bungalow, Two Storey, Raised Bungalow, Other",Single Family Detached,1742,0.0
2025-07-02,Summer,20251150,East Kildonan,76 Prairie Grove Road 545 Christie Road 558 Jamison Avenue,449900.0,457000.0,1.02,7,0,4.0,"double detached triple attached, paved driveway no garage, rear drive access",74,Single Family Detached,"Bungalow, Bi-Level, Other",Single Family Detached,1136,74.32
2025-07-02,Summer,20251028,Loose Area,268 Union Avenue 265 Union Avenue W 377 Larsen Avenue,279900.0,295000.0,1.05,4,0,2.0,single attached single detached rear drive access,0,Single Family Detached,"Bungalow, One and a Half, Other",Single Family Detached,846,0.0
2025-07-02,Summer,20250881,East Kildonan,240 Martin Avenue W 434 William Newton Avenue 290 Winterton Avenue,254999.0,247500.0,0.97,22,0,2.0,"parking pad, rear parking pad, rear drive access single detached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1045,0.0
2025-07-02,Summer,20250813,East Kildonan,299 Jamison Avenue 200 Chalmers Avenue 383 Union Avenue,489900.0,510000.0,1.04,12,0,4.0,"parking pad no garage, oversized, parking rear drive access",0,Single Family Detached,"One and a Half, Bi-Level",Single Family Detached,1001,0.0
2025-07-02,Summer,20250768,East Kildonan,545 Washington Avenue 317 Washington Avenue 312 Jamison Avenue,250000.0,293000.0,1.17,7,0,2.0,"double detached, garage door single detached double detached, insulated",0,Single Family Detached,Bungalow,Single Family Detached,895,0.0
2025-07-02,Summer,20250649,East Kildonan,447 tweed Avenue 406 Riverton Avenue 385 Winterton Avenue,154900.0,154900.0,1.0,32,0,3.0,"rear drive access, unpaved single detached double detached, garage door",0,Single Family Detached,"Bungalow, One and a Half, Other",Single Family Detached,600,0.0
2025-07-02,Summer,20250477,East Kildonan,367 Ottawa Avenue 388 Harbison Avenue W 359 Martin Avenue,355000.0,355000.0,1.0,6,0,3.0,"double detached, garage door other remarks no garage, parking pad",0,Single Family Detached,"Bungalow, Other",Single Family Detached,760,0.0
2025-07-02,Summer,20250357,East Kildonan,435 Martin Avenue 557 Washington Avenue 374 Thames Avenue,179900.0,230000.0,1.28,8,0,3.0,"parking pad single detached, rear drive no garage",0,Single Family Detached,"Bungalow, One and a Half",Single Family Detached,700,0.0
2025-07-02,Summer,20250376,East Kildonan,166 McIntosh Avenue 102 Riverton Avenue 227 Bowman Avenue,361900.0,360000.0,0.99,35,0,2.0,"parking pad single detached, parking pad, single detached, rear drive",0,Single Family Detached,"Bungalow, One and a Half, Other",Single Family Detached,1888,0.0
2025-07-02,Summer,20250293,East Kildonan,281 Jamison Avenue 469 Martin Avenue W 319 Larsen Avenue,279900.0,290000.0,1.04,7,0,4.0,single detached rear drive access double detached,0,Single Family Detached,"Bungalow, One and a Half, Bi-Level, Other",Single Family Detached,1100,0.0
2025-07-02,Summer,20250250,East Kildonan,386 Union Avenue W 527 Larsen Avenue 436 William Newton Avenue,229900.0,265000.0,1.15,8,0,3.0,"single detached none single detached, garage door",0,Single Family Detached,Bungalow,Single Family Detached,843,0.0
2025-07-02,Summer,20250166,East Kildonan,332 Riverton Avenue 244 Jamison Avenue 253 Union Avenue,249900.0,249900.0,1.0,33,0,2.0,"rear drive access rear drive access parking pad, rear drive access",0,Single Family Detached,Bungalow,Single Family Detached,1185,0.0
2025-07-02,Summer,20242789,East Kildonan,180 Dearborn Avenue 253 Winterton Avenue 543 Bowman Avenue,139900.0,131000.0,0.94,10,0,3.0,"rear drive access rear drive access double detached, garage door",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,770,0.0
2025-07-02,Summer,20242792,East Kildonan,556 Larsen Avenue 552 Washington Avenue 457 Larsen Avenue,154900.0,150000.0,0.97,48,0,2.0,"rear drive access single detached single attached, garage door",0,Single Family Detached,"Bungalow, One and a Half, Other",Single Family Detached,1030,0.0
2025-07-02,Summer,20251282,East Kildonan,85 Watt Street 148 Stanier Street 514 Jamison Avenue,204900.0,195000.0,0.95,46,0,2.0,"single detached, carport, no garage no garage",0,Single Family Detached,"Bungalow, One and a Half",Single Family Detached,1100,0.0
2025-07-02,Summer,20251292,East Kildonan,805 Manhattan Avenue 647 Hoskin Avenue 647 Nairn Avenue,299900.0,392000.0,1.31,7,0,1.0,"single detached single detached, rear drive single detached, parking pad,",0,Single Family Detached,Bungalow,Single Family Detached,913,0.0
2025-07-02,Summer,20251097,East Kildonan,615 Windsor Avenue 637 Simpson Avenue 627 Nottingham Avenue,217777.0,222000.0,1.02,9,0,3.0,"single detached single detached, carport, single detached",0,Single Family Detached,"Bungalow, One and a Half, Bi-Level",Single Family Detached,1086,0.0
2025-07-02,Summer,74a8abb329,Loose Area,851 Beach Avenue 794 Simpson Avenue 88 Eaton Street,0.0,0.0,0.0,0,0,3.0,single detached single detached rear drive access,0,Single Family Detached,"Bungalow, One and a Half",Single Family Detached,1248,0.0
2025-07-02,Summer,20251040,East Kildonan,48 SF 50 SF 25 SF Depth 103 SF 99 SF 85 SF Site Influence Paved Lane,279000.0,279900.0,1.0,10,0,1.0,none,Unknown,Single Family Detached,Other,Other,103,0.0
2025-07-02,Summer,20250970,East Kildonan,689 Moncton Avenue 648 Consol Avenue 936 Simpson Avenue,269900.0,300000.0,1.11,12,0,4.0,"single detached single detached, carport, triple detached, front drive",0,Single Family Detached,"Bungalow, One and a Half",Single Family Detached,1043,0.0
